PATTERN	COUNT	TOKENS	COVERAGE	CATEGORY	SIZE	FREQUENCY
Vander Groe Nots	787		2361	3.16129e-05	ngram	3	2.49918e-05
Tot submissie etc.	787		2361	3.16129e-05	ngram	3	2.49918e-05
steede mij Nots	787		2361	3.16129e-05	ngram	3	2.49918e-05
name des Heeren	787		2361	3.16129e-05	ngram	3	2.49918e-05
te spreecken ,	786		2358	3.15728e-05	ngram	3	2.496e-05
stede , ende	786		2358	3.15728e-05	ngram	3	2.496e-05
opregt gedaen 't	786		2358	3.15728e-05	ngram	3	2.496e-05
het oock soude	786		2358	3.15728e-05	ngram	3	2.496e-05
en ontfangen ,	786		2358	3.15728e-05	ngram	3	2.496e-05
, ende bekende	786		2358	3.15728e-05	ngram	3	2.496e-05
persoon ende alle	785		2355	3.15326e-05	ngram	3	2.49283e-05
de E E	785		2355	3.15326e-05	ngram	3	2.49283e-05
hem opdragende ,	784		2352	3.14924e-05	ngram	3	2.48965e-05
hebben sal ;	784		2352	3.14924e-05	ngram	3	2.48965e-05
hebben gel .	784		2352	3.14924e-05	ngram	3	2.48965e-05
f Op Huijden	784		2352	3.14924e-05	ngram	3	2.48965e-05
Comparant bij deesen	784		2352	3.14924e-05	ngram	3	2.48965e-05
van den overleden	783		2349	3.14523e-05	ngram	3	2.48648e-05
van david de	783		2349	3.14523e-05	ngram	3	2.48648e-05
op de voorss	783		2349	3.14523e-05	ngram	3	2.48648e-05
mochten sijn geobserveert	783		2349	3.14523e-05	ngram	3	2.48648e-05
doot deser werelt	783		2349	3.14523e-05	ngram	3	2.48648e-05
Winter , binnen	782		2346	3.14121e-05	ngram	3	2.4833e-05
wetenschap , dat	782		2346	3.14121e-05	ngram	3	2.4833e-05
mij Henrick Schaef	782		2346	3.14121e-05	ngram	3	2.4833e-05
gedaen aen desselfs	782		2346	3.14121e-05	ngram	3	2.4833e-05
feb. ao .	782		2346	3.14121e-05	ngram	3	2.4833e-05
zij Compte .	781		2343	3.13719e-05	ngram	3	2.48012e-05
te hebben nogh	781		2343	3.13719e-05	ngram	3	2.48012e-05
is mij Notaris	781		2343	3.13719e-05	ngram	3	2.48012e-05
Zulx doende by	780		2340	3.13318e-05	ngram	3	2.47695e-05
was ende dat	780		2340	3.13318e-05	ngram	3	2.47695e-05
vollen vrij en	780		2340	3.13318e-05	ngram	3	2.47695e-05
verhaalen daar en	780		2340	3.13318e-05	ngram	3	2.47695e-05
tot haar eenige	780		2340	3.13318e-05	ngram	3	2.47695e-05
in de boecken	780		2340	3.13318e-05	ngram	3	2.47695e-05
D E heeren	780		2340	3.13318e-05	ngram	3	2.47695e-05
Codicillen , en	780		2340	3.13318e-05	ngram	3	2.47695e-05
, onder afstand	779		2337	3.12916e-05	ngram	3	2.47377e-05
broosheijt des levens	779		2337	3.12916e-05	ngram	3	2.47377e-05
sal ende aldaerop	778		2334	3.12514e-05	ngram	3	2.4706e-05
met seclusie van	778		2334	3.12514e-05	ngram	3	2.4706e-05
Junij des Jaars	778		2334	3.12514e-05	ngram	3	2.4706e-05
Jan Koning en	778		2334	3.12514e-05	ngram	3	2.4706e-05
in Presentie van	778		2334	3.12514e-05	ngram	3	2.4706e-05
ƒ 2000 :	778		2334	3.12514e-05	ngram	3	2.4706e-05
, en welke	778		2334	3.12514e-05	ngram	3	2.4706e-05
de naem in	778		2334	3.12514e-05	ngram	3	2.4706e-05
weeten , dat	777		2331	3.12113e-05	ngram	3	2.46742e-05
Steede , ende	777		2331	3.12113e-05	ngram	3	2.46742e-05
stede , de	777		2331	3.12113e-05	ngram	3	2.46742e-05
op den 25	777		2331	3.12113e-05	ngram	3	2.46742e-05
ondert verbant als	777		2331	3.12113e-05	ngram	3	2.46742e-05
nalatenschap van haar	777		2331	3.12113e-05	ngram	3	2.46742e-05
ick Jacob de	777		2331	3.12113e-05	ngram	3	2.46742e-05
en op den	777		2331	3.12113e-05	ngram	3	2.46742e-05
Een huijs en	777		2331	3.12113e-05	ngram	3	2.46742e-05
alles opregt gedaan	777		2331	3.12113e-05	ngram	3	2.46742e-05
groe nots &	776		2328	3.11711e-05	ngram	3	2.46425e-05
3e: get :	776		2328	3.11711e-05	ngram	3	2.46425e-05
sijnde soude kennen	775		2325	3.11309e-05	ngram	3	2.46107e-05
in den boedel	775		2325	3.11309e-05	ngram	3	2.46107e-05
get verklaart dat	775		2325	3.11309e-05	ngram	3	2.46107e-05
Ende voorts in	775		2325	3.11309e-05	ngram	3	2.46107e-05
en bij haar	775		2325	3.11309e-05	ngram	3	2.46107e-05
Cooper heeft overgegeven	775		2325	3.11309e-05	ngram	3	2.46107e-05
Compt : in	775		2325	3.11309e-05	ngram	3	2.46107e-05
: verclaert daer	774		2322	3.10907e-05	ngram	3	2.4579e-05
vande nabeschreven getuijgen	774		2322	3.10907e-05	ngram	3	2.4579e-05
naa het overlijden	774		2322	3.10907e-05	ngram	3	2.4579e-05
het huijs van	774		2322	3.10907e-05	ngram	3	2.4579e-05
bij den Ed	774		2322	3.10907e-05	ngram	3	2.4579e-05
te Executeeren ,	773		2319	3.10506e-05	ngram	3	2.45472e-05
noot te Caveren	773		2319	3.10506e-05	ngram	3	2.45472e-05
Codicille gifte onder	773		2319	3.10506e-05	ngram	3	2.45472e-05
twee duijsend guldens	772		2316	3.10104e-05	ngram	3	2.45154e-05
te passeren ende	772		2316	3.10104e-05	ngram	3	2.45154e-05
Publicq , by	772		2316	3.10104e-05	ngram	3	2.45154e-05
, en die	772		2316	3.10104e-05	ngram	3	2.45154e-05
ende dat den	772		2316	3.10104e-05	ngram	3	2.45154e-05
dat de goederen	772		2316	3.10104e-05	ngram	3	2.45154e-05
van vijf hondert	771		2313	3.09702e-05	ngram	3	2.44837e-05
over de voorsz	771		2313	3.09702e-05	ngram	3	2.44837e-05
order of recht	771		2313	3.09702e-05	ngram	3	2.44837e-05
geleden ende nochte	771		2313	3.09702e-05	ngram	3	2.44837e-05
gedateert den 1	771		2313	3.09702e-05	ngram	3	2.44837e-05
forma ende voorts	771		2313	3.09702e-05	ngram	3	2.44837e-05
van de Oost	770		2310	3.09301e-05	ngram	3	2.44519e-05
stellende ten bedwang	770		2310	3.09301e-05	ngram	3	2.44519e-05
soo 't selve	770		2310	3.09301e-05	ngram	3	2.44519e-05
schadeloos te houden	770		2310	3.09301e-05	ngram	3	2.44519e-05
plaetse in den	770		2310	3.09301e-05	ngram	3	2.44519e-05
nots : bekent	770		2310	3.09301e-05	ngram	3	2.44519e-05
, Item van	770		2310	3.09301e-05	ngram	3	2.44519e-05
heeft ende naer	770		2310	3.09301e-05	ngram	3	2.44519e-05
etc. dat hij	770		2310	3.09301e-05	ngram	3	2.44519e-05
en te gelijk	770		2310	3.09301e-05	ngram	3	2.44519e-05
duijsent ses hondert	770		2310	3.09301e-05	ngram	3	2.44519e-05
bij desen de	770		2310	3.09301e-05	ngram	3	2.44519e-05
van haar Comparantes	769		2307	3.08899e-05	ngram	3	2.44202e-05
de Notaris Mr.	769		2307	3.08899e-05	ngram	3	2.44202e-05
comen te sterven	769		2307	3.08899e-05	ngram	3	2.44202e-05
met begeerte ,	768		2304	3.08497e-05	ngram	3	2.43884e-05
ende belooft te	768		2304	3.08497e-05	ngram	3	2.43884e-05
, begeerende ,	768		2304	3.08497e-05	ngram	3	2.43884e-05
van dien als	767		2301	3.08096e-05	ngram	3	2.43567e-05
ten lyve van	767		2301	3.08096e-05	ngram	3	2.43567e-05
scheen en bleek	767		2301	3.08096e-05	ngram	3	2.43567e-05
Name des Heeren	767		2301	3.08096e-05	ngram	3	2.43567e-05
kinderen , die	767		2301	3.08096e-05	ngram	3	2.43567e-05
in voldoeninge van	767		2301	3.08096e-05	ngram	3	2.43567e-05
dien , soo	767		2301	3.08096e-05	ngram	3	2.43567e-05
alsoo den selven	767		2301	3.08096e-05	ngram	3	2.43567e-05
te maecken ,	766		2298	3.07694e-05	ngram	3	2.43249e-05
soo veel hem	766		2298	3.07694e-05	ngram	3	2.43249e-05
, mits desen	766		2298	3.07694e-05	ngram	3	2.43249e-05
in de kelder	766		2298	3.07694e-05	ngram	3	2.43249e-05
ende transporterende bij	766		2298	3.07694e-05	ngram	3	2.43249e-05
ende op de	766		2298	3.07694e-05	ngram	3	2.43249e-05
ende nog te	766		2298	3.07694e-05	ngram	3	2.43249e-05
daer en soo	766		2298	3.07694e-05	ngram	3	2.43249e-05
( soo sij	765		2295	3.07292e-05	ngram	3	2.42932e-05
soo als bevonden	765		2295	3.07292e-05	ngram	3	2.42932e-05
nae rechte te	765		2295	3.07292e-05	ngram	3	2.42932e-05
gravenhage , staande	765		2295	3.07292e-05	ngram	3	2.42932e-05
gepasseert , niet	765		2295	3.07292e-05	ngram	3	2.42932e-05
, ende oock	765		2295	3.07292e-05	ngram	3	2.42932e-05
: 3 :	765		2295	3.07292e-05	ngram	3	2.42932e-05
van verteerde Costen	764		2292	3.06891e-05	ngram	3	2.42614e-05
macht last ende	764		2292	3.06891e-05	ngram	3	2.42614e-05
en acht penningen	764		2292	3.06891e-05	ngram	3	2.42614e-05
deser Steede als	764		2292	3.06891e-05	ngram	3	2.42614e-05
vander groe ende	763		2289	3.06489e-05	ngram	3	2.42296e-05
van de beneficien	763		2289	3.06489e-05	ngram	3	2.42296e-05
sal hebben te	763		2289	3.06489e-05	ngram	3	2.42296e-05
ik protesteere bij	763		2289	3.06489e-05	ngram	3	2.42296e-05
ende Rechteren ,	763		2289	3.06489e-05	ngram	3	2.42296e-05
Connen ende mogen	763		2289	3.06489e-05	ngram	3	2.42296e-05
bij aldien hij	763		2289	3.06489e-05	ngram	3	2.42296e-05
als mede dat	763		2289	3.06489e-05	ngram	3	2.42296e-05
als Interessen alvoldaen	763		2289	3.06489e-05	ngram	3	2.42296e-05
aanmerkinge van de	763		2289	3.06489e-05	ngram	3	2.42296e-05
op den 22	762		2286	3.06087e-05	ngram	3	2.41979e-05
op den 20	762		2286	3.06087e-05	ngram	3	2.41979e-05
ontfangen sal ende	762		2286	3.06087e-05	ngram	3	2.41979e-05
of d'ander van	762		2286	3.06087e-05	ngram	3	2.41979e-05
mij Notario ende	762		2286	3.06087e-05	ngram	3	2.41979e-05
goederen en middelen	762		2286	3.06087e-05	ngram	3	2.41979e-05
en schadeloos te	762		2286	3.06087e-05	ngram	3	2.41979e-05
, Codicillen ,	762		2286	3.06087e-05	ngram	3	2.41979e-05
actien in de	762		2286	3.06087e-05	ngram	3	2.41979e-05
te mogen Compareren	761		2283	3.05685e-05	ngram	3	2.41661e-05
Ende heeft by	761		2283	3.05685e-05	ngram	3	2.41661e-05
vernietigen alle testamenten	760		2280	3.05284e-05	ngram	3	2.41344e-05
, soo veel	760		2280	3.05284e-05	ngram	3	2.41344e-05
O en ten	760		2280	3.05284e-05	ngram	3	2.41344e-05
Heer Mr :	760		2280	3.05284e-05	ngram	3	2.41344e-05
den eijgendom bekoomen	760		2280	3.05284e-05	ngram	3	2.41344e-05
kennen geevende ,	759		2277	3.04882e-05	ngram	3	2.41026e-05
dat de Langstlevende	759		2277	3.04882e-05	ngram	3	2.41026e-05
verschijnen uijt eijgener	758		2274	3.0448e-05	ngram	3	2.40709e-05
seventien hondert Negen	758		2274	3.0448e-05	ngram	3	2.40709e-05
schipper op is	758		2274	3.0448e-05	ngram	3	2.40709e-05
: Get .	758		2274	3.0448e-05	ngram	3	2.40709e-05
geene by de	758		2274	3.0448e-05	ngram	3	2.40709e-05
ende hebben bij	758		2274	3.0448e-05	ngram	3	2.40709e-05
ter Presentie van	757		2271	3.04079e-05	ngram	3	2.40391e-05
somma van vier	757		2271	3.04079e-05	ngram	3	2.40391e-05
op den 26	757		2271	3.04079e-05	ngram	3	2.40391e-05
in alle opsichten	757		2271	3.04079e-05	ngram	3	2.40391e-05
deses in staat	757		2271	3.04079e-05	ngram	3	2.40391e-05
vant voorss .	756		2268	3.03677e-05	ngram	3	2.40074e-05
deze 1 get	756		2268	3.03677e-05	ngram	3	2.40074e-05
dat hij ten	756		2268	3.03677e-05	ngram	3	2.40074e-05
anderen die eenigh	756		2268	3.03677e-05	ngram	3	2.40074e-05
mogen compareren voor	755		2265	3.03275e-05	ngram	3	2.39756e-05
metten eersten ,	755		2265	3.03275e-05	ngram	3	2.39756e-05
het geene by	755		2265	3.03275e-05	ngram	3	2.39756e-05
ende dat in	755		2265	3.03275e-05	ngram	3	2.39756e-05
een of ander	755		2265	3.03275e-05	ngram	3	2.39756e-05
de selve te	755		2265	3.03275e-05	ngram	3	2.39756e-05
bij te persisteeren	755		2265	3.03275e-05	ngram	3	2.39756e-05
betaelt te wesen	755		2265	3.03275e-05	ngram	3	2.39756e-05
wel bekendt .	754		2262	3.02874e-05	ngram	3	2.39438e-05
verwerende in omnibus	754		2262	3.02874e-05	ngram	3	2.39438e-05
van Twee hondert	754		2262	3.02874e-05	ngram	3	2.39438e-05
, om te	754		2262	3.02874e-05	ngram	3	2.39438e-05
of hun recht	754		2262	3.02874e-05	ngram	3	2.39438e-05
ende uijtspraecke gelijck	754		2262	3.02874e-05	ngram	3	2.39438e-05
, ende haer	754		2262	3.02874e-05	ngram	3	2.39438e-05
ende Dirck van	754		2262	3.02874e-05	ngram	3	2.39438e-05
den gemelten Cooper	754		2262	3.02874e-05	ngram	3	2.39438e-05
ten tijde van	753		2259	3.02472e-05	ngram	3	2.39121e-05
, sonder argh	753		2259	3.02472e-05	ngram	3	2.39121e-05
naamen en van	753		2259	3.02472e-05	ngram	3	2.39121e-05
met de voorn	753		2259	3.02472e-05	ngram	3	2.39121e-05
maij ao .	753		2259	3.02472e-05	ngram	3	2.39121e-05
hondert Caroli guldens	753		2259	3.02472e-05	ngram	3	2.39121e-05
hier ter stede	753		2259	3.02472e-05	ngram	3	2.39121e-05
approberen ende van	753		2259	3.02472e-05	ngram	3	2.39121e-05
, te doen	752		2256	3.0207e-05	ngram	3	2.38803e-05
steede , ende	752		2256	3.0207e-05	ngram	3	2.38803e-05
naer desen noch	752		2256	3.0207e-05	ngram	3	2.38803e-05
Lakeman en Christiaan	752		2256	3.0207e-05	ngram	3	2.38803e-05
ende ontfangen ende	752		2256	3.0207e-05	ngram	3	2.38803e-05
dien soo Capitael	752		2256	3.0207e-05	ngram	3	2.38803e-05
wel bekent ,	751		2253	3.01669e-05	ngram	3	2.38486e-05
, ten huijse	751		2253	3.01669e-05	ngram	3	2.38486e-05
sal , alles	751		2253	3.01669e-05	ngram	3	2.38486e-05
ende ontfangen mitsgaders	751		2253	3.01669e-05	ngram	3	2.38486e-05
drie hondert guldens	751		2253	3.01669e-05	ngram	3	2.38486e-05
van Jan Koning	750		2250	3.01267e-05	ngram	3	2.38168e-05
sijn den Lesten	750		2250	3.01267e-05	ngram	3	2.38168e-05
Nabesz : getuijgen	750		2250	3.01267e-05	ngram	3	2.38168e-05
gecedeert en opgedragen	750		2250	3.01267e-05	ngram	3	2.38168e-05
December Ao .	750		2250	3.01267e-05	ngram	3	2.38168e-05
te mogen hebben	749		2247	3.00865e-05	ngram	3	2.37851e-05
staende de naem	749		2247	3.00865e-05	ngram	3	2.37851e-05
, roerende ,	749		2247	3.00865e-05	ngram	3	2.37851e-05
laten wes hy	749		2247	3.00865e-05	ngram	3	2.37851e-05
, Item aen	749		2247	3.00865e-05	ngram	3	2.37851e-05
hier overgestaen ,	749		2247	3.00865e-05	ngram	3	2.37851e-05
en Westvriesland ten	749		2247	3.00865e-05	ngram	3	2.37851e-05
Ende in alle	749		2247	3.00865e-05	ngram	3	2.37851e-05
dat syl .	749		2247	3.00865e-05	ngram	3	2.37851e-05
op den 19	748		2244	3.00464e-05	ngram	3	2.37533e-05
doen , alles	748		2244	3.00464e-05	ngram	3	2.37533e-05
behoeve van den	748		2244	3.00464e-05	ngram	3	2.37533e-05
, als in	748		2244	3.00464e-05	ngram	3	2.37533e-05
uijterlijck bleeck ,	747		2241	3.00062e-05	ngram	3	2.37216e-05
op te voeden	747		2241	3.00062e-05	ngram	3	2.37216e-05
onder Capn .	747		2241	3.00062e-05	ngram	3	2.37216e-05
en sonder misleijding	747		2241	3.00062e-05	ngram	3	2.37216e-05
deser Stede mij	747		2241	3.00062e-05	ngram	3	2.37216e-05
de langstleevende van	747		2241	3.00062e-05	ngram	3	2.37216e-05
Amsteldam in presentie	747		2241	3.00062e-05	ngram	3	2.37216e-05
afstand van het	747		2241	3.00062e-05	ngram	3	2.37216e-05
synde soude comen	746		2238	2.9966e-05	ngram	3	2.36898e-05
, sulcx hy	746		2238	2.9966e-05	ngram	3	2.36898e-05
, getuyght ,	746		2238	2.9966e-05	ngram	3	2.36898e-05
Eede te verclaren	746		2238	2.9966e-05	ngram	3	2.36898e-05
Amsteldam in praeesentie	746		2238	2.9966e-05	ngram	3	2.36898e-05
1 : 10	746		2238	2.9966e-05	ngram	3	2.36898e-05
van hen comparanten	745		2235	2.99258e-05	ngram	3	2.3658e-05
van de West	745		2235	2.99258e-05	ngram	3	2.3658e-05
te beurt gevallen	745		2235	2.99258e-05	ngram	3	2.3658e-05
in vollen vrij	745		2235	2.99258e-05	ngram	3	2.3658e-05
getuigen hier toe	745		2235	2.99258e-05	ngram	3	2.3658e-05
compareren voor allen	745		2235	2.99258e-05	ngram	3	2.3658e-05
wesen haer Testament	744		2232	2.98857e-05	ngram	3	2.36263e-05
waar in die	744		2232	2.98857e-05	ngram	3	2.36263e-05
of een ieder	744		2232	2.98857e-05	ngram	3	2.36263e-05
houden alle '	744		2232	2.98857e-05	ngram	3	2.36263e-05
het geene de	744		2232	2.98857e-05	ngram	3	2.36263e-05
harent wegen te	744		2232	2.98857e-05	ngram	3	2.36263e-05
Ende bekende sulcx	744		2232	2.98857e-05	ngram	3	2.36263e-05
een darde part	744		2232	2.98857e-05	ngram	3	2.36263e-05
van de Oostindische	743		2229	2.98455e-05	ngram	3	2.35945e-05
thoonder deses de	743		2229	2.98455e-05	ngram	3	2.35945e-05
te kennen en	743		2229	2.98455e-05	ngram	3	2.35945e-05
sij Compt .	743		2229	2.98455e-05	ngram	3	2.35945e-05
Inden naem des	743		2229	2.98455e-05	ngram	3	2.35945e-05
hebbende op het	743		2229	2.98455e-05	ngram	3	2.35945e-05
dat hij het	743		2229	2.98455e-05	ngram	3	2.35945e-05
daar voor te	743		2229	2.98455e-05	ngram	3	2.35945e-05
aen goede mannen	743		2229	2.98455e-05	ngram	3	2.35945e-05
aen d '	743		2229	2.98455e-05	ngram	3	2.35945e-05
verklaarde de Heer	742		2226	2.98053e-05	ngram	3	2.35628e-05
sal gehouden sijn	742		2226	2.98053e-05	ngram	3	2.35628e-05
p huyden den	742		2226	2.98053e-05	ngram	3	2.35628e-05
ende ure vandien	742		2226	2.98053e-05	ngram	3	2.35628e-05
geinstitueert , gestelt	741		2223	2.97652e-05	ngram	3	2.3531e-05
en van wegens	741		2223	2.97652e-05	ngram	3	2.3531e-05
dato deses eenigsints	741		2223	2.97652e-05	ngram	3	2.3531e-05
vrij en eijgendom	740		2220	2.9725e-05	ngram	3	2.34993e-05
van mij Jacob	740		2220	2.9725e-05	ngram	3	2.34993e-05
van het gemelte	740		2220	2.9725e-05	ngram	3	2.34993e-05
en sonder eenige	740		2220	2.9725e-05	ngram	3	2.34993e-05
opdragende , cedeerende	739		2217	2.96848e-05	ngram	3	2.34675e-05
OOp Huijden den	739		2217	2.96848e-05	ngram	3	2.34675e-05
in contant geld	739		2217	2.96848e-05	ngram	3	2.34675e-05
hem Constituant te	739		2217	2.96848e-05	ngram	3	2.34675e-05
get te samen	739		2217	2.96848e-05	ngram	3	2.34675e-05
, ende deselve	739		2217	2.96848e-05	ngram	3	2.34675e-05
deesen met haar	739		2217	2.96848e-05	ngram	3	2.34675e-05
, dat sy	739		2217	2.96848e-05	ngram	3	2.34675e-05
wegen de Inhoude	738		2214	2.96447e-05	ngram	3	2.34358e-05
penningen , soo	738		2214	2.96447e-05	ngram	3	2.34358e-05
of zijn recht	738		2214	2.96447e-05	ngram	3	2.34358e-05
in de Colonie	738		2214	2.96447e-05	ngram	3	2.34358e-05
getuygen hier toe	738		2214	2.96447e-05	ngram	3	2.34358e-05
Edele achtbaare Heeren	738		2214	2.96447e-05	ngram	3	2.34358e-05
April des Jaars	738		2214	2.96447e-05	ngram	3	2.34358e-05
anderen te ageren	738		2214	2.96447e-05	ngram	3	2.34358e-05
alreede verscheenen ende	738		2214	2.96447e-05	ngram	3	2.34358e-05
volle ende effectuele	737		2211	2.96045e-05	ngram	3	2.3404e-05
versoecke van d	737		2211	2.96045e-05	ngram	3	2.3404e-05
verdienen hem oversulcx	737		2211	2.96045e-05	ngram	3	2.3404e-05
van sijn ontfangh	737		2211	2.96045e-05	ngram	3	2.3404e-05
En wel eerstelyk	737		2211	2.96045e-05	ngram	3	2.3404e-05
en stelt op	737		2211	2.96045e-05	ngram	3	2.3404e-05
der groe als	737		2211	2.96045e-05	ngram	3	2.3404e-05
betaelt werden ,	737		2211	2.96045e-05	ngram	3	2.3404e-05
omme ten proffijte	736		2208	2.95643e-05	ngram	3	2.33722e-05
kinderen van wijlen	736		2208	2.95643e-05	ngram	3	2.33722e-05
deesen gepasseert ,	736		2208	2.95643e-05	ngram	3	2.33722e-05
bewint of administratie	736		2208	2.95643e-05	ngram	3	2.33722e-05
alleen plaets sal	736		2208	2.95643e-05	ngram	3	2.33722e-05
Pommare ende gerrit	735		2205	2.95242e-05	ngram	3	2.33405e-05
Ende heeft ten	735		2205	2.95242e-05	ngram	3	2.33405e-05
den selven versocht	735		2205	2.95242e-05	ngram	3	2.33405e-05
uyt handen van	734		2202	2.9484e-05	ngram	3	2.33087e-05
genommeert , soo	734		2202	2.9484e-05	ngram	3	2.33087e-05
, ende uijtspraecke	734		2202	2.9484e-05	ngram	3	2.33087e-05
waar te neemen	733		2199	2.94438e-05	ngram	3	2.3277e-05
, en voorts	733		2199	2.94438e-05	ngram	3	2.3277e-05
des doodts ende	733		2199	2.94438e-05	ngram	3	2.3277e-05
de 1 get	733		2199	2.94438e-05	ngram	3	2.3277e-05
dat geen derselver	733		2199	2.94438e-05	ngram	3	2.3277e-05
bleeck wel hebbende	733		2199	2.94438e-05	ngram	3	2.3277e-05
alles opreght gedaen	733		2199	2.94438e-05	ngram	3	2.3277e-05
te weesen aan	732		2196	2.94037e-05	ngram	3	2.32452e-05
Maert @ o	732		2196	2.94037e-05	ngram	3	2.32452e-05
in rechte te	732		2196	2.94037e-05	ngram	3	2.32452e-05
, ende dienvolgende	732		2196	2.94037e-05	ngram	3	2.32452e-05
vande Ed :	731		2193	2.93635e-05	ngram	3	2.32135e-05
ter voorsz .	731		2193	2.93635e-05	ngram	3	2.32135e-05
ter req :	731		2193	2.93635e-05	ngram	3	2.32135e-05
solemmelijck te bevestigen	731		2193	2.93635e-05	ngram	3	2.32135e-05
: selfs present	731		2193	2.93635e-05	ngram	3	2.32135e-05
met het Schip	731		2193	2.93635e-05	ngram	3	2.32135e-05
de kooppenningen voor	731		2193	2.93635e-05	ngram	3	2.32135e-05
, dat van	731		2193	2.93635e-05	ngram	3	2.32135e-05
J : e	730		2190	2.93233e-05	ngram	3	2.31817e-05
Jan Koolhoff en	730		2190	2.93233e-05	ngram	3	2.31817e-05
hebben nogh te	730		2190	2.93233e-05	ngram	3	2.31817e-05
de oprechte waarheijd	730		2190	2.93233e-05	ngram	3	2.31817e-05
by de voorsz	730		2190	2.93233e-05	ngram	3	2.31817e-05
bij desen alle	730		2190	2.93233e-05	ngram	3	2.31817e-05
bij deesen verklaarde	730		2190	2.93233e-05	ngram	3	2.31817e-05
soo hebben sij	729		2187	2.92831e-05	ngram	3	2.31499e-05
rogatus d van	729		2187	2.92831e-05	ngram	3	2.31499e-05
rechten off kostuijmen	729		2187	2.92831e-05	ngram	3	2.31499e-05
onroerende actien Crediten	729		2187	2.92831e-05	ngram	3	2.31499e-05
na doode van	729		2187	2.92831e-05	ngram	3	2.31499e-05
gunt voorss .	729		2187	2.92831e-05	ngram	3	2.31499e-05
etc. alles oprecht	729		2187	2.92831e-05	ngram	3	2.31499e-05
van laeste ofte	728		2184	2.9243e-05	ngram	3	2.31182e-05
van hen voor	728		2184	2.9243e-05	ngram	3	2.31182e-05
sijne ofte hare	728		2184	2.9243e-05	ngram	3	2.31182e-05
: Hove van	728		2184	2.9243e-05	ngram	3	2.31182e-05
gemaeckt als hy	728		2184	2.9243e-05	ngram	3	2.31182e-05
, gelijk ik	728		2184	2.9243e-05	ngram	3	2.31182e-05
ende verclaerde vercocht	728		2184	2.9243e-05	ngram	3	2.31182e-05
doende mits desen	728		2184	2.9243e-05	ngram	3	2.31182e-05
, die zij	728		2184	2.9243e-05	ngram	3	2.31182e-05
desen alle Testamenten	728		2184	2.9243e-05	ngram	3	2.31182e-05
de opgemelde somma	728		2184	2.9243e-05	ngram	3	2.31182e-05
dat den voorss	728		2184	2.9243e-05	ngram	3	2.31182e-05
, alle de	728		2184	2.9243e-05	ngram	3	2.31182e-05
van verteerde costen	727		2181	2.92028e-05	ngram	3	2.30864e-05
te sullen eysschen	727		2181	2.92028e-05	ngram	3	2.30864e-05
ten vollen gebruijckende	727		2181	2.92028e-05	ngram	3	2.30864e-05
mits dat de	727		2181	2.92028e-05	ngram	3	2.30864e-05
& : in	727		2181	2.92028e-05	ngram	3	2.30864e-05
Amsteldam , staande	727		2181	2.92028e-05	ngram	3	2.30864e-05
als boven .	727		2181	2.92028e-05	ngram	3	2.30864e-05
aan den Heer	727		2181	2.92028e-05	ngram	3	2.30864e-05
tot redenen van	726		2178	2.91626e-05	ngram	3	2.30547e-05
te brengen ,	726		2178	2.91626e-05	ngram	3	2.30547e-05
soo het selve	726		2178	2.91626e-05	ngram	3	2.30547e-05
schaden en Interessen	726		2178	2.91626e-05	ngram	3	2.30547e-05
het selve oock	726		2178	2.91626e-05	ngram	3	2.30547e-05
guldens , ende	726		2178	2.91626e-05	ngram	3	2.30547e-05
gegoed te zijn	726		2178	2.91626e-05	ngram	3	2.30547e-05
gecopieert sijnde maer	726		2178	2.91626e-05	ngram	3	2.30547e-05
desen , aen	726		2178	2.91626e-05	ngram	3	2.30547e-05
deselve allen Rechten	726		2178	2.91626e-05	ngram	3	2.30547e-05
